"ID";"Fecha";"Comuna";"Genero.Victima";"Edad";"si.no";"Genero.Agresor";"Comuna.1";"Tipo";"Nombre_Genero_Victima_Texto";"Nombre_Genero_Agresor_Texto";"Nombre_Comuna";"Nombre_Violencia"
372;"28-01-2022 12:33";13101;2;25;1;0;"Santiago";2;"Otro";"Hombre";"Santiago";"Chistes, burlas o memes ofensivos sobre genero o identidad"
373;"28-01-2022 14:10";13118;0;19;0;NA;"Macul";50;"Hombre";NA;"Macul";"Falta de politicas o proteccion efectiva frente a la violencia"
374;"28-01-2022 15:41";13605;0;34;0;NA;"Penaflor";50;"Hombre";NA;"Penaflor";"Falta de politicas o proteccion efectiva frente a la violencia"
375;"31-01-2022 13:31";13105;1;23;1;0;"El Bosque";23;"Mujer";"Hombre";"El Bosque";"Comentarios sexuales no deseados"
376;"31-01-2022 14:32";13132;0;29;0;NA;"Vitacura";50;"Hombre";NA;"Vitacura";"Falta de politicas o proteccion efectiva frente a la violencia"
377;"31-01-2022 17:52";13104;0;23;0;NA;"Conchali";50;"Hombre";NA;"Conchali";"Falta de politicas o proteccion efectiva frente a la violencia"
378;"01-02-2022 12:51";13113;1;21;0;NA;"La Reina";50;"Mujer";NA;"La Reina";"Falta de politicas o proteccion efectiva frente a la violencia"
379;"01-02-2022 13:08";13132;0;31;1;0;"Vitacura";35;"Hombre";"Hombre";"Vitacura";"Golpes con objetos, punetazos, patadas"
380;"01-02-2022 13:25";13125;1;30;1;0;"Quilicura";19;"Mujer";"Hombre";"Quilicura";"Retencion o robo de bienes personales o dinero"
381;"01-02-2022 14:49";13114;1;32;1;0;"Las Condes";9;"Mujer";"Hombre";"Las Condes";"Descalificacion constante o humillacion verbal"
382;"01-02-2022 14:50";13120;0;37;0;NA;"Nunoa";50;"Hombre";NA;"Nunoa";"Falta de politicas o proteccion efectiva frente a la violencia"
383;"01-02-2022 15:17";13126;1;21;1;0;"Quinta Normal";25;"Mujer";"Hombre";"Quinta Normal";"Tocamientos sin consentimiento"
384;"02-02-2022 11:49";13119;0;24;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
385;"02-02-2022 12:01";13119;1;24;0;NA;"Maipu";50;"Mujer";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
386;"02-02-2022 12:09";13127;0;25;0;NA;"Recoleta";50;"Hombre";NA;"Recoleta";"Falta de politicas o proteccion efectiva frente a la violencia"
387;"02-02-2022 12:49";13111;1;23;0;NA;"La Granja";50;"Mujer";NA;"La Granja";"Falta de politicas o proteccion efectiva frente a la violencia"
388;"02-02-2022 12:56";13101;1;24;1;0;"Santiago";23;"Mujer";"Hombre";"Santiago";"Comentarios sexuales no deseados"
389;"02-02-2022 13:01";13604;1;30;0;NA;"Padre Hurtado";50;"Mujer";NA;"Padre Hurtado";"Falta de politicas o proteccion efectiva frente a la violencia"
390;"02-02-2022 13:01";13120;1;29;0;NA;"Nunoa";50;"Mujer";NA;"Nunoa";"Falta de politicas o proteccion efectiva frente a la violencia"
391;"02-02-2022 13:20";13105;1;30;1;0;"El Bosque";20;"Mujer";"Hombre";"El Bosque";"Endeudamiento forzoso a nombre de la victima"
392;"02-02-2022 13:29";13119;0;30;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
393;"02-02-2022 14:08";13126;1;28;1;0;"Quinta Normal";9;"Mujer";"Hombre";"Quinta Normal";"Descalificacion constante o humillacion verbal"
394;"02-02-2022 14:10";13301;0;36;0;NA;"Colina";50;"Hombre";NA;"Colina";"Falta de politicas o proteccion efectiva frente a la violencia"
395;"02-02-2022 14:20";13302;0;24;0;NA;"Lampa";50;"Hombre";NA;"Lampa";"Falta de politicas o proteccion efectiva frente a la violencia"
396;"02-02-2022 14:33";13401;1;35;0;NA;"San Bernardo";50;"Mujer";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
397;"02-02-2022 14:33";13201;0;22;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
398;"02-02-2022 14:40";13119;0;31;1;0;"Maipu";33;"Hombre";"Hombre";"Maipu";"Empujones o sacudidas leves"
399;"02-02-2022 15:10";13101;1;26;1;0;"Santiago";14;"Mujer";"Hombre";"Santiago";"Desvalorizacion de logros o capacidades personales"
400;"02-02-2022 15:41";13301;0;28;1;0;"Colina";9;"Hombre";"Hombre";"Colina";"Descalificacion constante o humillacion verbal"
401;"03-02-2022 11:54";13103;1;31;1;0;"Cerro Navia";9;"Mujer";"Hombre";"Cerro Navia";"Descalificacion constante o humillacion verbal"
402;"03-02-2022 12:03";13112;0;33;1;0;"La Pintana";33;"Hombre";"Hombre";"La Pintana";"Empujones o sacudidas leves"
403;"03-02-2022 13:10";13117;0;22;1;0;"Lo Prado";23;"Hombre";"Hombre";"Lo Prado";"Comentarios sexuales no deseados"
404;"03-02-2022 13:23";13201;0;30;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
405;"03-02-2022 13:56";13201;0;21;1;0;"Puente Alto";33;"Hombre";"Hombre";"Puente Alto";"Empujones o sacudidas leves"
406;"03-02-2022 14:26";13119;1;32;0;NA;"Maipu";50;"Mujer";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
407;"03-02-2022 14:40";13201;1;29;1;0;"Puente Alto";9;"Mujer";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
408;"03-02-2022 14:45";13124;0;28;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
409;"03-02-2022 15:02";13201;1;33;1;1;"Puente Alto";36;"Mujer";"Mujer";"Puente Alto";"Lesiones fisicas moderadas o graves"
410;"03-02-2022 17:17";13110;0;33;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
411;"04-02-2022 12:20";13121;1;25;0;NA;"Pedro Aguirre Cerda";50;"Mujer";NA;"Pedro Aguirre Cerda";"Falta de politicas o proteccion efectiva frente a la violencia"
412;"04-02-2022 13:53";13126;1;29;1;1;"Quinta Normal";4;"Mujer";"Mujer";"Quinta Normal";"Interrupciones o invisibilizacion en espacios publicos o laborales"
413;"04-02-2022 15:43";13101;0;27;1;0;"Santiago";35;"Hombre";"Hombre";"Santiago";"Golpes con objetos, punetazos, patadas"
414;"05-02-2022 15:00";13301;0;20;1;1;"Colina";21;"Hombre";"Mujer";"Colina";"Destruccion de objetos personales o simbolicos"
415;"07-02-2022 12:30";13201;0;30;1;0;"Puente Alto";9;"Hombre";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
416;"08-02-2022 11:11";13114;0;27;0;NA;"Las Condes";50;"Hombre";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
417;"08-02-2022 12:56";13110;0;26;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
418;"08-02-2022 13:19";13605;0;27;1;0;"Penaflor";9;"Hombre";"Hombre";"Penaflor";"Descalificacion constante o humillacion verbal"
419;"08-02-2022 13:37";13113;2;24;0;0;"La Reina";25;"Otro";"Hombre";"La Reina";"Tocamientos sin consentimiento"
420;"08-02-2022 14:34";13109;0;22;0;NA;"La Cisterna";50;"Hombre";NA;"La Cisterna";"Falta de politicas o proteccion efectiva frente a la violencia"
421;"08-02-2022 14:53";13114;1;30;0;NA;"Las Condes";50;"Mujer";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
422;"08-02-2022 15:15";13128;0;28;0;NA;"Renca";50;"Hombre";NA;"Renca";"Falta de politicas o proteccion efectiva frente a la violencia"
423;"08-02-2022 17:18";13301;0;24;0;NA;"Colina";50;"Hombre";NA;"Colina";"Falta de politicas o proteccion efectiva frente a la violencia"
424;"09-02-2022 11:13";13107;1;24;1;0;"Huechuraba";23;"Mujer";"Hombre";"Huechuraba";"Comentarios sexuales no deseados"
425;"09-02-2022 12:23";13120;1;24;1;0;"Nunoa";23;"Mujer";"Hombre";"Nunoa";"Comentarios sexuales no deseados"
426;"09-02-2022 12:31";13201;1;23;1;0;"Puente Alto";23;"Mujer";"Hombre";"Puente Alto";"Comentarios sexuales no deseados"
427;"09-02-2022 12:53";13201;1;27;1;0;"Puente Alto";9;"Mujer";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
428;"09-02-2022 13:14";13130;1;30;0;NA;"San Miguel";50;"Mujer";NA;"San Miguel";"Falta de politicas o proteccion efectiva frente a la violencia"
429;"09-02-2022 13:14";13114;1;25;1;1;"Las Condes";26;"Mujer";"Mujer";"Las Condes";"Presion o chantaje para relaciones sexuales"
430;"09-02-2022 13:32";13119;0;24;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
431;"09-02-2022 13:49";13112;1;27;1;0;"La Pintana";9;"Mujer";"Hombre";"La Pintana";"Descalificacion constante o humillacion verbal"
432;"09-02-2022 13:52";13605;1;34;1;0;"Penaflor";9;"Mujer";"Hombre";"Penaflor";"Descalificacion constante o humillacion verbal"
433;"09-02-2022 14:00";13301;0;30;0;NA;"Colina";50;"Hombre";NA;"Colina";"Falta de politicas o proteccion efectiva frente a la violencia"
434;"09-02-2022 14:44";13104;1;30;1;0;"Conchali";9;"Mujer";"Hombre";"Conchali";"Descalificacion constante o humillacion verbal"
435;"09-02-2022 14:49";13120;1;24;1;0;"Nunoa";23;"Mujer";"Hombre";"Nunoa";"Comentarios sexuales no deseados"
436;"09-02-2022 15:00";13111;1;30;1;0;"La Granja";9;"Mujer";"Hombre";"La Granja";"Descalificacion constante o humillacion verbal"
437;"09-02-2022 15:08";13117;0;22;1;1;"Lo Prado";21;"Hombre";"Mujer";"Lo Prado";"Destruccion de objetos personales o simbolicos"
438;"09-02-2022 15:12";13201;0;20;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
439;"09-02-2022 16:44";13123;1;25;1;0;"Providencia";23;"Mujer";"Hombre";"Providencia";"Comentarios sexuales no deseados"
440;"10-02-2022 12:25";13401;1;34;1;1;"San Bernardo";4;"Mujer";"Mujer";"San Bernardo";"Interrupciones o invisibilizacion en espacios publicos o laborales"
441;"10-02-2022 12:52";13124;0;34;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
442;"10-02-2022 13:13";13122;0;34;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
443;"10-02-2022 13:40";13132;0;18;0;NA;"Vitacura";50;"Hombre";NA;"Vitacura";"Falta de politicas o proteccion efectiva frente a la violencia"
444;"10-02-2022 13:51";13127;0;31;1;0;"Recoleta";35;"Hombre";"Hombre";"Recoleta";"Golpes con objetos, punetazos, patadas"
445;"10-02-2022 14:04";13124;1;19;1;1;"Pudahuel";28;"Mujer";"Mujer";"Pudahuel";"Envio o difusion de imágenes sexuales sin consentimiento"
446;"10-02-2022 14:35";13110;1;29;1;0;"La Florida";33;"Mujer";"Hombre";"La Florida";"Empujones o sacudidas leves"
447;"11-02-2022 10:51";13117;1;30;1;1;"Lo Prado";30;"Mujer";"Mujer";"Lo Prado";"Acoso sexual en el trabajo o espacios educativos"
448;"11-02-2022 13:02";13102;1;29;1;0;"Cerrillos";9;"Mujer";"Hombre";"Cerrillos";"Descalificacion constante o humillacion verbal"
449;"11-02-2022 13:27";13504;1;23;0;NA;"Maria Pinto";50;"Mujer";NA;"Maria Pinto";"Falta de politicas o proteccion efectiva frente a la violencia"
450;"11-02-2022 13:44";13105;0;23;0;NA;"El Bosque";50;"Hombre";NA;"El Bosque";"Falta de politicas o proteccion efectiva frente a la violencia"
451;"11-02-2022 15:34";13122;1;22;1;0;"Penalolen";23;"Mujer";"Hombre";"Penalolen";"Comentarios sexuales no deseados"
452;"11-02-2022 16:03";13113;1;28;1;0;"La Reina";9;"Mujer";"Hombre";"La Reina";"Descalificacion constante o humillacion verbal"
453;"14-02-2022 14:15";13117;1;35;1;0;"Lo Prado";9;"Mujer";"Hombre";"Lo Prado";"Descalificacion constante o humillacion verbal"
454;"14-02-2022 14:19";13201;1;34;1;0;"Puente Alto";9;"Mujer";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
455;"14-02-2022 16:28";13501;1;33;1;0;"Melipilla";9;"Mujer";"Hombre";"Melipilla";"Descalificacion constante o humillacion verbal"
456;"14-02-2022 16:30";13201;0;19;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
457;"15-02-2022 12:28";13106;1;32;1;0;"Estacion Central";9;"Mujer";"Hombre";"Estacion Central";"Descalificacion constante o humillacion verbal"
458;"15-02-2022 12:32";13124;1;26;1;1;"Pudahuel";35;"Mujer";"Mujer";"Pudahuel";"Golpes con objetos, punetazos, patadas"
459;"15-02-2022 12:32";13114;1;24;1;0;"Las Condes";23;"Mujer";"Hombre";"Las Condes";"Comentarios sexuales no deseados"
460;"15-02-2022 13:40";13202;0;26;1;0;"Pirque";9;"Hombre";"Hombre";"Pirque";"Descalificacion constante o humillacion verbal"
461;"15-02-2022 13:52";13122;0;36;1;0;"Penalolen";33;"Hombre";"Hombre";"Penalolen";"Empujones o sacudidas leves"
462;"15-02-2022 14:21";13404;0;19;1;0;"Paine";33;"Hombre";"Hombre";"Paine";"Empujones o sacudidas leves"
463;"15-02-2022 14:22";13101;1;28;0;NA;"Santiago";50;"Mujer";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
464;"15-02-2022 14:47";13102;1;18;1;0;"Cerrillos";23;"Mujer";"Hombre";"Cerrillos";"Comentarios sexuales no deseados"
465;"15-02-2022 15:25";13119;1;20;1;0;"Maipu";9;"Mujer";"Hombre";"Maipu";"Descalificacion constante o humillacion verbal"
466;"15-02-2022 15:59";13106;0;29;0;NA;"Estacion Central";50;"Hombre";NA;"Estacion Central";"Falta de politicas o proteccion efectiva frente a la violencia"
467;"15-02-2022 18:29";13119;1;28;1;1;"Maipu";35;"Mujer";"Mujer";"Maipu";"Golpes con objetos, punetazos, patadas"
468;"16-02-2022 11:17";13201;0;19;1;0;"Puente Alto";23;"Hombre";"Hombre";"Puente Alto";"Comentarios sexuales no deseados"
469;"16-02-2022 11:44";13120;2;30;1;1;"Nunoa";2;"Otro";"Mujer";"Nunoa";"Chistes, burlas o memes ofensivos sobre genero o identidad"
470;"16-02-2022 11:45";13401;0;32;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
471;"16-02-2022 12:07";13605;0;28;0;NA;"Penaflor";50;"Hombre";NA;"Penaflor";"Falta de politicas o proteccion efectiva frente a la violencia"
472;"16-02-2022 12:30";13105;1;28;1;0;"El Bosque";9;"Mujer";"Hombre";"El Bosque";"Descalificacion constante o humillacion verbal"
473;"16-02-2022 12:57";13201;1;31;1;0;"Puente Alto";9;"Mujer";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
474;"16-02-2022 13:06";13201;1;25;1;1;"Puente Alto";35;"Mujer";"Mujer";"Puente Alto";"Golpes con objetos, punetazos, patadas"
475;"16-02-2022 13:17";13401;0;21;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
476;"16-02-2022 13:29";13402;0;24;0;NA;"Buin";50;"Hombre";NA;"Buin";"Falta de politicas o proteccion efectiva frente a la violencia"
477;"16-02-2022 13:33";13124;0;26;1;0;"Pudahuel";35;"Hombre";"Hombre";"Pudahuel";"Golpes con objetos, punetazos, patadas"
478;"16-02-2022 13:33";13111;1;19;1;0;"La Granja";23;"Mujer";"Hombre";"La Granja";"Comentarios sexuales no deseados"
479;"16-02-2022 13:41";13127;1;22;1;0;"Recoleta";23;"Mujer";"Hombre";"Recoleta";"Comentarios sexuales no deseados"
480;"16-02-2022 13:46";13127;0;24;1;0;"Recoleta";23;"Hombre";"Hombre";"Recoleta";"Comentarios sexuales no deseados"
481;"16-02-2022 13:47";13124;1;26;1;0;"Pudahuel";9;"Mujer";"Hombre";"Pudahuel";"Descalificacion constante o humillacion verbal"
482;"16-02-2022 13:55";13401;1;27;1;1;"San Bernardo";4;"Mujer";"Mujer";"San Bernardo";"Interrupciones o invisibilizacion en espacios publicos o laborales"
483;"16-02-2022 14:15";13301;1;30;1;0;"Colina";9;"Mujer";"Hombre";"Colina";"Descalificacion constante o humillacion verbal"
484;"16-02-2022 14:18";13110;0;29;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
485;"16-02-2022 14:54";13401;0;28;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
486;"16-02-2022 15:28";13401;1;25;0;NA;"San Bernardo";50;"Mujer";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
487;"16-02-2022 15:56";13119;1;31;0;NA;"Maipu";50;"Mujer";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
488;"16-02-2022 16:25";13101;0;22;0;NA;"Santiago";50;"Hombre";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
489;"17-02-2022 12:14";13131;1;23;1;0;"San Ramon";23;"Mujer";"Hombre";"San Ramon";"Comentarios sexuales no deseados"
490;"17-02-2022 12:32";13130;0;24;0;NA;"San Miguel";50;"Hombre";NA;"San Miguel";"Falta de politicas o proteccion efectiva frente a la violencia"
491;"17-02-2022 12:58";13104;1;34;1;1;"Conchali";36;"Mujer";"Mujer";"Conchali";"Lesiones fisicas moderadas o graves"
492;"17-02-2022 13:33";13105;1;21;1;0;"El Bosque";9;"Mujer";"Hombre";"El Bosque";"Descalificacion constante o humillacion verbal"
493;"17-02-2022 14:24";13119;0;28;1;1;"Maipu";16;"Hombre";"Mujer";"Maipu";"Uso de hijos/as u otras personas como chantaje emocional"
494;"17-02-2022 15:10";13201;1;24;1;1;"Puente Alto";35;"Mujer";"Mujer";"Puente Alto";"Golpes con objetos, punetazos, patadas"
495;"17-02-2022 15:16";13127;1;24;1;1;"Recoleta";35;"Mujer";"Mujer";"Recoleta";"Golpes con objetos, punetazos, patadas"
496;"17-02-2022 15:18";13117;1;25;1;0;"Lo Prado";23;"Mujer";"Hombre";"Lo Prado";"Comentarios sexuales no deseados"
497;"17-02-2022 15:49";13119;0;25;1;0;"Maipu";23;"Hombre";"Hombre";"Maipu";"Comentarios sexuales no deseados"
498;"17-02-2022 17:27";13112;0;27;1;0;"La Pintana";36;"Hombre";"Hombre";"La Pintana";"Lesiones fisicas moderadas o graves"
499;"18-02-2022 11:28";13201;1;36;1;0;"Puente Alto";42;"Mujer";"Hombre";"Puente Alto";"Persecucion o acoso persistente (stalking)"
500;"18-02-2022 13:35";13605;1;24;1;0;"Penaflor";23;"Mujer";"Hombre";"Penaflor";"Comentarios sexuales no deseados"
501;"18-02-2022 13:43";13104;0;28;1;0;"Conchali";35;"Hombre";"Hombre";"Conchali";"Golpes con objetos, punetazos, patadas"
502;"18-02-2022 13:58";13121;1;31;1;1;"Pedro Aguirre Cerda";4;"Mujer";"Mujer";"Pedro Aguirre Cerda";"Interrupciones o invisibilizacion en espacios publicos o laborales"
503;"18-02-2022 14:35";13122;1;26;1;0;"Penalolen";28;"Mujer";"Hombre";"Penalolen";"Envio o difusion de imágenes sexuales sin consentimiento"
504;"18-02-2022 14:57";13403;1;32;0;NA;"Calera de Tango";50;"Mujer";NA;"Calera de Tango";"Falta de politicas o proteccion efectiva frente a la violencia"
505;"21-02-2022 11:06";13116;1;22;1;0;"Lo Espejo";23;"Mujer";"Hombre";"Lo Espejo";"Comentarios sexuales no deseados"
506;"21-02-2022 12:22";13116;1;28;1;0;"Lo Espejo";3;"Mujer";"Hombre";"Lo Espejo";"Estereotipos de genero o roles impuestos"
507;"21-02-2022 12:35";13109;0;20;0;NA;"La Cisterna";50;"Hombre";NA;"La Cisterna";"Falta de politicas o proteccion efectiva frente a la violencia"
508;"21-02-2022 13:35";13117;0;41;1;0;"Lo Prado";12;"Hombre";"Hombre";"Lo Prado";"Amenazas verbales (directas o indirectas)"
509;"21-02-2022 14:34";13401;0;28;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
510;"21-02-2022 16:16";13601;1;27;1;0;"Talagante";19;"Mujer";"Hombre";"Talagante";"Retencion o robo de bienes personales o dinero"
511;"22-02-2022 13:06";13120;0;35;1;0;"Nunoa";35;"Hombre";"Hombre";"Nunoa";"Golpes con objetos, punetazos, patadas"
512;"22-02-2022 13:24";13106;1;25;1;0;"Estacion Central";23;"Mujer";"Hombre";"Estacion Central";"Comentarios sexuales no deseados"
513;"22-02-2022 13:54";13107;0;23;0;NA;"Huechuraba";50;"Hombre";NA;"Huechuraba";"Falta de politicas o proteccion efectiva frente a la violencia"
514;"22-02-2022 14:52";13116;1;20;1;0;"Lo Espejo";10;"Mujer";"Hombre";"Lo Espejo";"Manipulacion emocional o gaslighting"
515;"22-02-2022 15:18";13122;1;35;1;1;"Penalolen";36;"Mujer";"Mujer";"Penalolen";"Lesiones fisicas moderadas o graves"
516;"22-02-2022 15:21";13110;0;25;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
517;"22-02-2022 16:03";13402;1;31;1;0;"Buin";19;"Mujer";"Hombre";"Buin";"Retencion o robo de bienes personales o dinero"
518;"23-02-2022 10:58";13113;0;22;1;0;"La Reina";23;"Hombre";"Hombre";"La Reina";"Comentarios sexuales no deseados"
519;"23-02-2022 12:24";13101;1;42;1;0;"Santiago";12;"Mujer";"Hombre";"Santiago";"Amenazas verbales (directas o indirectas)"
520;"23-02-2022 12:25";13301;1;23;1;0;"Colina";23;"Mujer";"Hombre";"Colina";"Comentarios sexuales no deseados"
521;"23-02-2022 12:29";13114;1;24;1;0;"Las Condes";23;"Mujer";"Hombre";"Las Condes";"Comentarios sexuales no deseados"
522;"23-02-2022 12:50";13107;0;30;1;0;"Huechuraba";9;"Hombre";"Hombre";"Huechuraba";"Descalificacion constante o humillacion verbal"
523;"23-02-2022 13:10";13118;0;21;1;0;"Macul";9;"Hombre";"Hombre";"Macul";"Descalificacion constante o humillacion verbal"
524;"23-02-2022 13:26";13121;0;24;1;0;"Pedro Aguirre Cerda";23;"Hombre";"Hombre";"Pedro Aguirre Cerda";"Comentarios sexuales no deseados"
525;"23-02-2022 13:27";13201;1;20;1;0;"Puente Alto";10;"Mujer";"Hombre";"Puente Alto";"Manipulacion emocional o gaslighting"
526;"23-02-2022 14:19";13103;1;26;1;0;"Cerro Navia";19;"Mujer";"Hombre";"Cerro Navia";"Retencion o robo de bienes personales o dinero"
527;"23-02-2022 14:56";13101;0;30;1;0;"Santiago";35;"Hombre";"Hombre";"Santiago";"Golpes con objetos, punetazos, patadas"
528;"23-02-2022 15:19";13107;1;27;1;1;"Huechuraba";30;"Mujer";"Mujer";"Huechuraba";"Acoso sexual en el trabajo o espacios educativos"
529;"23-02-2022 17:06";13302;0;20;0;NA;"Lampa";50;"Hombre";NA;"Lampa";"Falta de politicas o proteccion efectiva frente a la violencia"
530;"24-02-2022 13:07";13114;0;20;1;1;"Las Condes";21;"Hombre";"Mujer";"Las Condes";"Destruccion de objetos personales o simbolicos"
531;"24-02-2022 13:50";13401;1;40;0;NA;"San Bernardo";50;"Mujer";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
532;"24-02-2022 14:07";13121;0;18;1;1;"Pedro Aguirre Cerda";35;"Hombre";"Mujer";"Pedro Aguirre Cerda";"Golpes con objetos, punetazos, patadas"
533;"24-02-2022 14:10";13101;1;26;1;0;"Santiago";14;"Mujer";"Hombre";"Santiago";"Desvalorizacion de logros o capacidades personales"
534;"24-02-2022 14:16";13501;1;31;1;0;"Melipilla";5;"Mujer";"Hombre";"Melipilla";"Expectativas sociales rigidas sobre como debe ser un hombre/mujer/persona"
535;"24-02-2022 15:21";13110;0;31;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
536;"24-02-2022 15:30";13114;1;34;0;NA;"Las Condes";50;"Mujer";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
537;"24-02-2022 15:50";13604;0;28;1;0;"Padre Hurtado";9;"Hombre";"Hombre";"Padre Hurtado";"Descalificacion constante o humillacion verbal"
538;"25-02-2022 12:32";13201;1;26;1;0;"Puente Alto";15;"Mujer";"Hombre";"Puente Alto";"Fomento de inseguridades o dependencia emocional"
539;"26-02-2022 13:47";13104;1;29;1;1;"Conchali";35;"Mujer";"Mujer";"Conchali";"Golpes con objetos, punetazos, patadas"
540;"28-02-2022 13:40";13122;1;30;1;0;"Penalolen";15;"Mujer";"Hombre";"Penalolen";"Fomento de inseguridades o dependencia emocional"
541;"28-02-2022 13:43";13119;1;26;1;1;"Maipu";35;"Mujer";"Mujer";"Maipu";"Golpes con objetos, punetazos, patadas"
542;"28-02-2022 15:07";13130;0;31;1;1;"San Miguel";16;"Hombre";"Mujer";"San Miguel";"Uso de hijos/as u otras personas como chantaje emocional"
543;"28-02-2022 15:53";13201;1;31;1;0;"Puente Alto";15;"Mujer";"Hombre";"Puente Alto";"Fomento de inseguridades o dependencia emocional"
544;"28-02-2022 16:14";13124;1;21;1;0;"Pudahuel";10;"Mujer";"Hombre";"Pudahuel";"Manipulacion emocional o gaslighting"
545;"01-03-2022 12:57";13124;0;30;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
546;"01-03-2022 13:11";13120;1;31;1;0;"Nunoa";14;"Mujer";"Hombre";"Nunoa";"Desvalorizacion de logros o capacidades personales"
547;"01-03-2022 13:18";13401;0;23;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
548;"01-03-2022 15:22";13119;1;26;1;1;"Maipu";35;"Mujer";"Mujer";"Maipu";"Golpes con objetos, punetazos, patadas"
549;"01-03-2022 15:38";13110;0;19;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
550;"02-03-2022 12:18";13103;0;35;1;1;"Cerro Navia";16;"Hombre";"Mujer";"Cerro Navia";"Uso de hijos/as u otras personas como chantaje emocional"
551;"02-03-2022 12:39";13119;0;31;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
552;"02-03-2022 12:41";13125;1;23;1;0;"Quilicura";25;"Mujer";"Hombre";"Quilicura";"Tocamientos sin consentimiento"
553;"02-03-2022 13:02";13103;1;37;1;0;"Cerro Navia";9;"Mujer";"Hombre";"Cerro Navia";"Descalificacion constante o humillacion verbal"
554;"02-03-2022 13:32";13132;1;24;1;0;"Vitacura";23;"Mujer";"Hombre";"Vitacura";"Comentarios sexuales no deseados"
555;"02-03-2022 13:38";13105;1;20;1;0;"El Bosque";9;"Mujer";"Hombre";"El Bosque";"Descalificacion constante o humillacion verbal"
556;"02-03-2022 13:59";13101;1;24;1;0;"Santiago";23;"Mujer";"Hombre";"Santiago";"Comentarios sexuales no deseados"
557;"02-03-2022 14:21";13125;0;28;0;NA;"Quilicura";50;"Hombre";NA;"Quilicura";"Falta de politicas o proteccion efectiva frente a la violencia"
